Biomass,C (wt%),H (wt%),O (wt%),N (wt%),S (wt%),H/C (wt%),O/C (wt%),(O+N)/C (wt%),BHHV (MJ/kg),VM (wt%),FC (wt%),Ash (wt%),VM/FC (wt%),CL (wt%),HC (wt%),LG (wt%),Temp (°C),Time (min),HR (°C/min),HHV (MJ/kg),Yield (%),CER (%),Reference
Herbaceous biomass,43.74,6.95,48.39,0.39,0.53,1.89,0.83,0.84,16.12,76.48,20.81,2.71,3.68,33.7,26.07,17.34,290,30,10,22.18,49.81,68.53,https://doi.org/10.1016/j.jaap.2021.105287
Herbaceous biomass,43.74,6.95,48.39,0.39,0.53,1.89,0.83,0.84,16.12,76.48,20.81,2.71,3.68,33.7,26.07,17.34,300,30,10,24.03,44.16,65.82,https://doi.org/10.1016/j.jaap.2021.105287
Shell-like biomass,48.44,6.23,44.99,0.31,0.03,1.53,0.7,0.7,17.24,71.72,25.21,3.07,2.84,26.41,20.98,46.21,200,30,10,18.67,93.14,100.86,https://doi.org/10.1016/j.jaap.2021.105287
Shell-like biomass,48.44,6.23,44.99,0.31,0.03,1.53,0.7,0.7,17.24,71.72,25.21,3.07,2.84,26.41,20.98,46.21,210,30,10,18.85,92.17,100.77,https://doi.org/10.1016/j.jaap.2021.105287
Shell-like biomass,48.44,6.23,44.99,0.31,0.03,1.53,0.7,0.7,17.24,71.72,25.21,3.07,2.84,26.41,20.98,46.21,220,30,10,18.98,90.83,99.99,https://doi.org/10.1016/j.jaap.2021.105287
Shell-like biomass,48.44,6.23,44.99,0.31,0.03,1.53,0.7,0.7,17.24,71.72,25.21,3.07,2.84,26.41,20.98,46.21,230,30,10,19.23,88.65,98.88,https://doi.org/10.1016/j.jaap.2021.105287
Shell-like biomass,48.44,6.23,44.99,0.31,0.03,1.53,0.7,0.7,17.24,71.72,25.21,3.07,2.84,26.41,20.98,46.21,240,30,10,19.54,86.82,98.4,https://doi.org/10.1016/j.jaap.2021.105287
Shell-like biomass,48.44,6.23,44.99,0.31,0.03,1.53,0.7,0.7,17.24,71.72,25.21,3.07,2.84,26.41,20.98,46.21,250,30,10,19.66,81.77,93.24,https://doi.org/10.1016/j.jaap.2021.105287
Shell-like biomass,48.44,6.23,44.99,0.31,0.03,1.53,0.7,0.7,17.24,71.72,25.21,3.07,2.84,26.41,20.98,46.21,260,30,10,19.91,77.03,88.95,https://doi.org/10.1016/j.jaap.2021.105287
Shell-like biomass,48.44,6.23,44.99,0.31,0.03,1.53,0.7,0.7,17.24,71.72,25.21,3.07,2.84,26.41,20.98,46.21,270,30,10,20.46,71.55,84.91,https://doi.org/10.1016/j.jaap.2021.105287
Shell-like biomass,48.44,6.23,44.99,0.31,0.03,1.53,0.7,0.7,17.24,71.72,25.21,3.07,2.84,26.41,20.98,46.21,280,30,10,21.21,63.56,78.19,https://doi.org/10.1016/j.jaap.2021.105287
Shell-like biomass,48.44,6.23,44.99,0.31,0.03,1.53,0.7,0.7,17.24,71.72,25.21,3.07,2.84,26.41,20.98,46.21,290,30,10,22.31,54.45,70.46,https://doi.org/10.1016/j.jaap.2021.105287
Shell-like biomass,48.44,6.23,44.99,0.31,0.03,1.53,0.7,0.7,17.24,71.72,25.21,3.07,2.84,26.41,20.98,46.21,300,30,10,24,44.49,61.93,https://doi.org/10.1016/j.jaap.2021.105287
Stool tree,46.31,6.38,46.91,0.35,0.05,1.64,0.76,0.77,16.39,80.49,17.51,2,4.6,34.5,26.5,30,200,45,10,27.28,47.89,79.69,https://doi.org/10.1016/j.crgsc.2021.100115
Stool tree,46.31,6.38,46.91,0.35,0.05,1.64,0.76,0.77,16.39,80.49,17.51,2,4.6,34.5,26.5,30,250,45,10,28.55,44.18,76.94,https://doi.org/10.1016/j.crgsc.2021.100115
Stool tree,46.31,6.38,46.91,0.35,0.05,1.64,0.76,0.77,16.39,80.49,17.51,2,4.6,34.5,26.5,30,300,45,10,30.58,34.24,63.87,https://doi.org/10.1016/j.crgsc.2021.100115
Soybean straw pellet,44.3,5.8,45.2,0.7,0.1,1.56,0.77,0.78,15.2,84.9,10.7,4.4,7.93,37.2,28.01,15.54,200,45,10,17,87.93,98.36,https://doi.org/10.1007/s13399-020-00666-5
Soybean straw pellet,44.3,5.8,45.2,0.7,0.1,1.56,0.77,0.78,15.2,84.9,10.7,4.4,7.93,37.2,28.01,15.54,250,45,10,18.1,74.44,88.66,https://doi.org/10.1007/s13399-020-00666-5
Soybean straw pellet,44.3,5.8,45.2,0.7,0.1,1.56,0.77,0.78,15.2,84.9,10.7,4.4,7.93,37.2,28.01,15.54,300,45,10,20.5,47.03,63.44,https://doi.org/10.1007/s13399-020-00666-5
Soybean straw pellet,44.3,5.8,45.2,0.7,0.1,1.56,0.77,0.78,15.2,84.9,10.7,4.4,7.93,37.2,28.01,15.54,350,45,10,21.1,42.21,58.61,https://doi.org/10.1007/s13399-020-00666-5
Pine wood pellet,49.6,6.9,41.4,0.1,0,1.66,0.63,0.63,19.23,87.77,9.8,2.43,8.96,49.61,13.56,25.6,200,45,10,18.7,96.46,93.81,https://doi.org/10.1007/s13399-020-00666-5
Pine wood pellet,49.6,6.9,41.4,0.1,0,1.66,0.63,0.63,19.23,87.77,9.8,2.43,8.96,49.61,13.56,25.6,250,45,10,19,86.07,85.05,https://doi.org/10.1007/s13399-020-00666-5
Pine wood pellet,49.6,6.9,41.4,0.1,0,1.66,0.63,0.63,19.23,87.77,9.8,2.43,8.96,49.61,13.56,25.6,300,45,10,21.3,60.3,66.8,https://doi.org/10.1007/s13399-020-00666-5
Pine wood pellet,49.6,6.9,41.4,0.1,0,1.66,0.63,0.63,19.23,87.77,9.8,2.43,8.96,49.61,13.56,25.6,350,45,10,24,45.34,56.59,https://doi.org/10.1007/s13399-020-00666-5
Herbal medicine wastes,48.01,6.94,42.85,2.01,0.19,1.72,0.67,0.71,18.51,83.65,13.49,2.86,6.2,22.4,37.08,37.2,230,60,10,18.75,96.04,97.3,https://doi.org/10.1016/j.biortech.2019.121408
Herbal medicine wastes,48.01,6.94,42.85,2.01,0.19,1.72,0.67,0.71,18.51,83.65,13.49,2.86,6.2,22.4,37.08,37.2,260,60,10,18.97,91.01,93.29,https://doi.org/10.1016/j.biortech.2019.121408
Herbal medicine wastes,48.01,6.94,42.85,2.01,0.19,1.72,0.67,0.71,18.51,83.65,13.49,2.86,6.2,22.4,37.08,37.2,290,60,10,20.3,76.97,84.43,https://doi.org/10.1016/j.biortech.2019.121408
Bamboo,47.04,6.52,44.83,0.03,0.02,1.65,0.72,0.72,17.21,83.62,14.75,1.63,5.67,51.21,16.18,28.1,250,60,15,20.63,85.6,102.61,https://doi.org/10.1016/j.cej.2022.135750
Bamboo,47.04,6.52,44.83,0.03,0.02,1.65,0.72,0.72,17.21,83.62,14.75,1.63,5.67,51.21,16.18,28.1,270,60,15,22.08,78.5,100.71,https://doi.org/10.1016/j.cej.2022.135750
Bamboo,47.04,6.52,44.83,0.03,0.02,1.65,0.72,0.72,17.21,83.62,14.75,1.63,5.67,51.21,16.18,28.1,290,60,15,25.93,60.67,91.41,https://doi.org/10.1016/j.cej.2022.135750
Rice husk,40.8,5.3,38.2,0.6,0.1,1.55,0.7,0.71,14.55,68.7,16.3,15,4.21,39.8,20.4,16.7,210,30,10.819,16,95.1,104.58,https://doi.org/10.1016/j.biortech.2018.01.009
Rice husk,40.8,5.3,38.2,0.6,0.1,1.55,0.7,0.71,14.55,68.7,16.3,15,4.21,39.8,20.4,16.7,240,30,11.323,16.7,89.1,102.27,https://doi.org/10.1016/j.biortech.2018.01.009
Rice husk,40.8,5.3,38.2,0.6,0.1,1.55,0.7,0.71,14.55,68.7,16.3,15,4.21,39.8,20.4,16.7,270,30,10,17.9,75.6,93.01,https://doi.org/10.1016/j.biortech.2018.01.009
Rice husk,40.8,5.3,38.2,0.6,0.1,1.55,0.7,0.71,14.55,68.7,16.3,15,4.21,39.8,20.4,16.7,300,30,10,19,64.1,83.71,https://doi.org/10.1016/j.biortech.2018.01.009
Pine wood,55.7,7.14,36.97,0.19,0,1.53,0.5,0.5,22.42,83.83,15.85,0.32,5.29,42.69,8.06,36.47,180,30,10,15.94,89.47,63.6,https://doi.org/10.1016/j.indcrop.2018.03.062
Pine wood,55.7,7.14,36.97,0.19,0,1.53,0.5,0.5,22.42,83.83,15.85,0.32,5.29,42.69,8.06,36.47,180,75,10,16.3,87.79,63.82,https://doi.org/10.1016/j.indcrop.2018.03.062
Pine wood,55.7,7.14,36.97,0.19,0,1.53,0.5,0.5,22.42,83.83,15.85,0.32,5.29,42.69,8.06,36.47,180,120,10,17.12,87.55,66.84,https://doi.org/10.1016/j.indcrop.2018.03.062
Pine wood,55.7,7.14,36.97,0.19,0,1.53,0.5,0.5,22.42,83.83,15.85,0.32,5.29,42.69,8.06,36.47,210,30,10,17.25,86.07,66.21,https://doi.org/10.1016/j.indcrop.2018.03.062
Pine wood,55.7,7.14,36.97,0.19,0,1.53,0.5,0.5,22.42,83.83,15.85,0.32,5.29,42.69,8.06,36.47,210,75,10,17.76,80.3,63.6,https://doi.org/10.1016/j.indcrop.2018.03.062
Pine wood,55.7,7.14,36.97,0.19,0,1.53,0.5,0.5,22.42,83.83,15.85,0.32,5.29,42.69,8.06,36.47,210,120,10,17.19,78.36,60.07,https://doi.org/10.1016/j.indcrop.2018.03.062
Pine wood,55.7,7.14,36.97,0.19,0,1.53,0.5,0.5,22.42,83.83,15.85,0.32,5.29,42.69,8.06,36.47,240,30,10,23.9,34.19,36.44,https://doi.org/10.1016/j.indcrop.2018.03.062
Pine wood,55.7,7.14,36.97,0.19,0,1.53,0.5,0.5,22.42,83.83,15.85,0.32,5.29,42.69,8.06,36.47,240,75,10,21.08,27.04,25.42,https://doi.org/10.1016/j.indcrop.2018.03.062
Pine wood,55.7,7.14,36.97,0.19,0,1.53,0.5,0.5,22.42,83.83,15.85,0.32,5.29,42.69,8.06,36.47,240,120,10,21.16,26.56,25.06,https://doi.org/10.1016/j.indcrop.2018.03.062
Corn leaf,36.59,5.34,54.8,1.07,0.29,1.74,1.12,1.15,10.24,78.91,19.18,1.91,4.11,36.84,27.89,14.48,200,40,50,15.31,90.5,135.33,https://doi.org/10.1016/j.indcrop.2016.07.021
Corn leaf,36.59,5.34,54.8,1.07,0.29,1.74,1.12,1.15,10.24,78.91,19.18,1.91,4.11,36.84,27.89,14.48,250,40,50,16.06,80.6,126.43,https://doi.org/10.1016/j.indcrop.2016.07.021
Corn leaf,36.59,5.34,54.8,1.07,0.29,1.74,1.12,1.15,10.24,78.91,19.18,1.91,4.11,36.84,27.89,14.48,300,40,50,16.7,56.5,92.16,https://doi.org/10.1016/j.indcrop.2016.07.021
Corn stem,39.31,5.13,53.66,0.62,0.25,1.55,1.02,1.04,11.06,74.34,24.63,1.03,3.02,42.25,31.78,13.65,200,40,50,16.21,92.6,135.74,https://doi.org/10.1016/j.indcrop.2016.07.021
Corn stem,39.31,5.13,53.66,0.62,0.25,1.55,1.02,1.04,11.06,74.34,24.63,1.03,3.02,42.25,31.78,13.65,250,40,50,17.24,78.2,121.92,https://doi.org/10.1016/j.indcrop.2016.07.021
Corn stem,39.31,5.13,53.66,0.62,0.25,1.55,1.02,1.04,11.06,74.34,24.63,1.03,3.02,42.25,31.78,13.65,300,40,50,20.26,44.7,81.9,https://doi.org/10.1016/j.indcrop.2016.07.021
Corn root,37.84,4.9,55.59,0.51,0.11,1.54,1.1,1.11,9.87,74.37,24.58,1.05,3.03,43.32,29.92,16.72,200,40,50,16,89.5,145.02,https://doi.org/10.1016/j.indcrop.2016.07.021
Corn root,37.84,4.9,55.59,0.51,0.11,1.54,1.1,1.11,9.87,74.37,24.58,1.05,3.03,43.32,29.92,16.72,250,40,50,16.73,78.3,132.66,https://doi.org/10.1016/j.indcrop.2016.07.021
Corn root,37.84,4.9,55.59,0.51,0.11,1.54,1.1,1.11,9.87,74.37,24.58,1.05,3.03,43.32,29.92,16.72,300,40,50,18.03,45.4,82.89,https://doi.org/10.1016/j.indcrop.2016.07.021
Corn cob,41.29,5.54,51.52,0.48,0.18,1.6,0.94,0.95,12.69,66.35,32.66,0.99,2.03,38.24,43.09,10.64,200,40,50,16.84,94.9,125.96,https://doi.org/10.1016/j.indcrop.2016.07.021
Corn cob,41.29,5.54,51.52,0.48,0.18,1.6,0.94,0.95,12.69,66.35,32.66,0.99,2.03,38.24,43.09,10.64,250,40,50,18.47,72.5,105.54,https://doi.org/10.1016/j.indcrop.2016.07.021
Corn cob,41.29,5.54,51.52,0.48,0.18,1.6,0.94,0.95,12.69,66.35,32.66,0.99,2.03,38.24,43.09,10.64,300,40,50,22.03,41.6,72.23,https://doi.org/10.1016/j.indcrop.2016.07.021
Energy sorghum,43.11,5.52,49.93,1.45,0,1.53,0.87,0.9,13.54,79.39,17.01,3.47,4.67,33.2,22.1,18.9,250,30,1.15,21.01,69.9,108.45,https://doi.org/10.1016/j.biortech.2017.02.060
Energy sorghum,43.11,5.52,49.93,1.45,0,1.53,0.87,0.9,13.54,79.39,17.01,3.47,4.67,33.2,22.1,18.9,275,30,1.15,23.8,53.5,94.03,https://doi.org/10.1016/j.biortech.2017.02.060
Energy sorghum,43.11,5.52,49.93,1.45,0,1.53,0.87,0.9,13.54,79.39,17.01,3.47,4.67,33.2,22.1,18.9,300,30,1.15,23.62,51.6,90.01,https://doi.org/10.1016/j.biortech.2017.02.060
Sweet sorghum bagasse,40.32,5.42,53.06,1.22,0,1.6,0.99,1.01,11.9,76.35,20.32,3.28,3.76,33.4,18.6,15.7,250,30,1.15,20.09,65.6,110.78,https://doi.org/10.1016/j.biortech.2017.02.060
Sweet sorghum bagasse,40.32,5.42,53.06,1.22,0,1.6,0.99,1.01,11.9,76.35,20.32,3.28,3.76,33.4,18.6,15.7,275,30,1.15,23.43,53.2,104.77,https://doi.org/10.1016/j.biortech.2017.02.060
Sweet sorghum bagasse,40.32,5.42,53.06,1.22,0,1.6,0.99,1.01,11.9,76.35,20.32,3.28,3.76,33.4,18.6,15.7,300,30,1.15,26.88,43.2,97.61,https://doi.org/10.1016/j.biortech.2017.02.060
Oil palm fiber,51.9,4.8,40.6,2.4,0.3,1.1,0.59,0.63,17.18,72.5,20.5,7,3.54,34.9,44.2,20.9,250,60,30,20.1,75.5,88.34,https://doi.org/10.1016/j.biortech.2012.07.096
Oil palm fiber,51.9,4.8,40.6,2.4,0.3,1.1,0.59,0.63,17.18,72.5,20.5,7,3.54,34.9,44.2,20.9,275,60,30,21.4,63.8,79.48,https://doi.org/10.1016/j.biortech.2012.07.096
Oil palm fiber,51.9,4.8,40.6,2.4,0.3,1.1,0.59,0.63,17.18,72.5,20.5,7,3.54,34.9,44.2,20.9,300,60,30,23.4,51.7,70.43,https://doi.org/10.1016/j.biortech.2012.07.096
Oil palm fiber,51.9,4.8,40.6,2.4,0.3,1.1,0.59,0.63,17.18,72.5,20.5,7,3.54,34.9,44.2,20.9,325,60,30,23.7,48.4,66.78,https://doi.org/10.1016/j.biortech.2012.07.096
Oil palm fiber,51.9,4.8,40.6,2.4,0.3,1.1,0.59,0.63,17.18,72.5,20.5,7,3.54,34.9,44.2,20.9,350,60,30,23.9,43.9,61.08,https://doi.org/10.1016/j.biortech.2012.07.096
Eucalyptus,50.8,5.1,44.1,0,0,1.2,0.65,0.65,16.58,81.1,18.9,0,4.29,56.9,18.1,25,250,60,30,20.6,83.6,103.86,https://doi.org/10.1016/j.biortech.2012.07.096
Eucalyptus,50.8,5.1,44.1,0,0,1.2,0.65,0.65,16.58,81.1,18.9,0,4.29,56.9,18.1,25,275,60,30,21.5,75.8,98.29,https://doi.org/10.1016/j.biortech.2012.07.096
Eucalyptus,50.8,5.1,44.1,0,0,1.2,0.65,0.65,16.58,81.1,18.9,0,4.29,56.9,18.1,25,300,60,30,23.9,57.9,83.46,https://doi.org/10.1016/j.biortech.2012.07.096
Eucalyptus,50.8,5.1,44.1,0,0,1.2,0.65,0.65,16.58,81.1,18.9,0,4.29,56.9,18.1,25,325,60,30,26,45.8,71.82,https://doi.org/10.1016/j.biortech.2012.07.096
Eucalyptus,50.8,5.1,44.1,0,0,1.2,0.65,0.65,16.58,81.1,18.9,0,4.29,56.9,18.1,25,350,60,30,26,41.8,65.54,https://doi.org/10.1016/j.biortech.2012.07.096
